;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
5995;Caucasus and Central Asia;268;Georgia;2003;Female;;;26,27;;4,2;;;;;31,69;97,2;;;44,38;30,84;39,83;;;38,93;;41,69;0,54;;86,9;;57,53;;;;81,15;38;53,7;;7,2;;33,2;56,8;;37,0;;;;;;38,75;;;;;;;;;
5996;Caucasus and Central Asia;268;Georgia;2003;Male;;;44,49;;12,06;;;;;20,05;;;;;46,19;;;;34,78;;43,81;1,75;;92,3;;76,08;;;;83,07;;38,3;;;;;53,14;;;;;;;;19,87;;;;;;;;;
5997;Caucasus and Central Asia;268;Georgia;2003;Both sexes;;;35,88;;8,35;;;;;24,93;;;;;38,22;;;;36,74;;42,75;1,17;;89,61;;66,02;;;;82,12;;45,6;;;;;54,87;;;;;;;;28,79;;;;;;;;;
5998;Caucasus and Central Asia;268;Georgia;2008;Female;;;26,69;;;;99,15;;;40,63;99,6;87,03;;54,9;24,65;;100,0;;;;37,46;0,7;;99,72;17,647058823529;53,51;;;;88,51;32;;;9,4;;43,8;;;37,0;;;;;;37,87;;;0,08;25,7;;;;;0,46
5999;Caucasus and Central Asia;268;Georgia;2008;Male;;;42,29;;;;98,61;;;32,42;;92,03;;;40,61;;95,4;;;;31,15;1,37;;103,7;;73,42;;;;92,78;;;;;;;;;;;;;;;19,64;;;;15,9;;;;;
6000;Caucasus and Central Asia;268;Georgia;2008;Both sexes;;;35,02;;;;98,87;;;35,52;;89,53;;;35,8;;97,52;;;;34,28;1,05;99,59;101,77;;62,61;;;;90,65;;;;;;;;;;;;;;;28,13;;;;;;;;;
6001;Caucasus and Central Asia;268;Georgia;2000;Male;;;35,38;;15,2;;98,36;;;21,55;;;;;45,79;;;;37,8;39,9;38,71;2,57;;98,38;;74,74;;;;79,49;;;;;;;47,01;;;;;;;;22,71;;;;;;;17,03;;
6002;Caucasus and Central Asia;268;Georgia;2000;Both sexes;;;30,38;;9,8;;98,42;;;21,12;;;;;37,05;;;;37,97;;37,8;1,5;;98,14;;64,1;;;;78,88;;;;;;;52,1;;;;;;;;29,48;;;;;;;19,2;;
6003;Caucasus and Central Asia;268;Georgia;2005;Male;;;44,73;;13,75;;;;;26,8;;;;;41,75;;;;34,5;;45,87;1,65;91,87;88,04;;73,55;;;;82,98;;;;;;;51,74;;;;;;;;19,02;;;;;;;17,16;;
6004;Caucasus and Central Asia;268;Georgia;2005;Both sexes;;;35,74;;9,29;;99,67;;;28,29;;;;;33,81;;;;36,36;;46,53;1,07;90,88;85,68;;64,05;;;;81,66;;;;;;;54,33;;;;;;;;28,49;;;;;;;19,42;;
6005;Caucasus and Central Asia;268;Georgia;2007;Both sexes;;;33,79;;10,37;;99,7;;;31,51;;;;;31,2;;;;36,19;;36,93;1,14;95,18;94,85;;63,3;;;;89,88;;;;;;;53,42;;;;;;;;28,38;;;;;;;;;
6006;Caucasus and Central Asia;268;Georgia;2009;Male;;;43,44;;;;99,69;;;34,47;;88,73;;;;;92,37;;;;22,8;1,88;;109,66;;74,6;;;;;;;;;;;;;;;;;57,0;;18,38;;;;;;;;;
6007;Caucasus and Central Asia;268;Georgia;2009;Both sexes;;;35,92;;;;99,77;;;38,72;;86,49;;;36,99;;93,69;;;;25,55;1,34;99,96;107,51;;63,61;;;;88,11;;;;;;;;;;;;;;;26,69;;;;;;;;;
6008;Caucasus and Central Asia;268;Georgia;2010;Male;;;44,37;;;;;;;33,26;;98,32;;;;;;;;18,6;25,63;1,97;;112,26;;74,49;;;;;;;;;;;;;;;;;;;16,09;;;;;;;17,5;;
6009;Caucasus and Central Asia;268;Georgia;2010;Both sexes;;;35,85;;;;;;;36,35;;96,48;;;38,04;;;;;;28,92;1,28;;111,3;;64,23;;;;;;;;;;;;;;;;;;;24,73;;;;;;;19,78;;
6010;Caucasus and Central Asia;268;Georgia;1998;Female;;;14,91;;5,65;;;;;;96,0;;;;;;;;43,33;;;0,37;;;;56,8;;;;;40;;;6,9;;51,4;50,91;;37,0;;;;;;40,25;;;;;;;;;
6011;Caucasus and Central Asia;268;Georgia;1998;Male;;;29,59;;14,4;;;;;;;;;;;;;;39,21;;;2,58;;;;75,7;;;;;;;;;;;46,24;;;;;;;;23,22;;;;;;;;;
6012;Caucasus and Central Asia;268;Georgia;1998;Both sexes;;;22,53;;10,18;;;;;;;;;;;;;;41,19;;;1,52;;;;65,4;;;;;;;;;;;48,49;;;;;;;;31,42;;;;;;;;;
6013;Caucasus and Central Asia;268;Georgia;2001;Female;;;23,46;;5,92;;95,74;;;19,77;96,6;;;47,55;27,88;41,24;;;41,19;;37,87;0,37;;101,66;;58,24;;;;79,46;39;;;7,2;;32,5;52,78;;36,0;;;;;;40,2;;;;;;;;;
6014;Caucasus and Central Asia;268;Georgia;2001;Male;;;37,73;;12,44;;99,88;;;20,26;;;;;45,03;;;;34,81;;39,98;2,62;;100,28;;75,9;;;;79,89;;;;;;;52,73;;;;;;;;23,2;;;;;;;;;
6015;Caucasus and Central Asia;268;Georgia;2001;Both sexes;;;30,81;;9,28;;97,83;;;20,07;;;;;36,38;;;;37,9;;38,92;1,53;;100,96;;66,21;;;;79,68;;;;;;;52,75;;;;;;;;31,45;;;;;;;;;
6016;Caucasus and Central Asia;268;Georgia;2004;Female;;;27,3;;4,04;;96,11;;;33,33;97,5;;;50,35;24,98;37,85;;;39,41;;42,73;0,41;88,72;94,17;;56,86;;;;78,49;37;50,5;;7,2;;35,1;56,45;;37,0;;;;;;37,64;;;;;;;;;
6017;Caucasus and Central Asia;268;Georgia;2004;Male;;;46,41;;13,24;;99,7;;;25,16;;;;;39,29;;;;35,0;;41,59;1,73;92,54;97,11;;74,12;;;;79,31;;36,5;;;;;51,66;;;;;;;;18,82;;;;;;;;;
6018;Caucasus and Central Asia;268;Georgia;2004;Both sexes;;;37,22;;8,83;;97,94;;;28,3;;;;;32,21;;;;37,14;;42,15;1,09;90,65;95,65;;64,77;;;;78,91;;43,2;;;;;53,97;;;;;;;;27,86;;;;;;;;;
6019;Caucasus and Central Asia;268;Georgia;2006;Both sexes;;;35,85;;9,05;;100,0;;;29,3;;;;;30,7;;;;35,64;;37,96;0,76;94,99;84,55;;62,2;;;;83,49;;;;;;;55,31;;;;;;;;28,72;;;;;;;;;
6020;Caucasus and Central Asia;268;Georgia;2011;Female;;;25,02;;;;97,99;99,9;;39,59;99,8;99,63;;;;;98,33;;;;34,16;0,73;;;;55,79;;;;;27;;;6,5;;43,0;;;39,0;;;;;;36,26;;;;;;;;;0,49
6021;Caucasus and Central Asia;268;Georgia;2011;Male;;;43,17;;;;99,1;99,8;;33,33;;101,77;;;;;96,46;;;;28,25;1,78;;;;76,5;;;;;;;;;;;;;;;;;;;16,3;;;;;;;;;
6022;Caucasus and Central Asia;268;Georgia;2011;Both sexes;;;34,5;;;;98,58;99,8;;35,63;;100,73;;;40,19;;97,33;;;;31,18;1,28;99,36;;;65,19;;;;;;;;;;;;;;;;;;;25,84;;;;;;;;;
6023;Caucasus and Central Asia;268;Georgia;2002;Female;;;26,23;;3,5;82,2;97,36;99,86;;27,3;97,4;;48,41;49,3;26,5;38,72;;;41,19;;40,97;0,54;;98,64;;56,03;;89,68;;79,96;38;;;7,2;;32,8;55,3;;37,0;;;;;25,13;37,13;;;;;97,69;;;;
6024;Caucasus and Central Asia;268;Georgia;2002;Male;;;42,01;;12,6;85,3;99,68;99,79;;28,35;;;48,18;;44,17;;;;35,05;;41,55;2,46;;97,45;;75,77;;92,69;;81,33;;;;;;;52,35;;;;;;;26,7;20,07;;;;;98,81;;;;
6025;Caucasus and Central Asia;268;Georgia;2002;Both sexes;;;34,42;;8,22;83,6;98,53;99,83;;27,93;;;48,3;;34,78;;;;38,01;;41,26;1,54;;98,04;;64,95;;91,04;;80,66;;;;;;;53,77;;;;;;;25,84;28,28;;;;;98,19;;;;
6026;Caucasus and Central Asia;268;Georgia;2012;Male;;;42,63;;;;99,92;99,7;;31,71;;105,73;;;;;98,3;;;22,4;25,55;1,93;98,0;108,15;;78,19;;;67;;;;;;;;;;;;;;;;15,44;;;;;;;;;
6027;Caucasus and Central Asia;268;Georgia;2012;Both sexes;;;33,92;;;;99,96;99,8;;33,27;;103,58;;;41,04;;99,09;;;;29,21;1,32;98,6;107,59;;66,87;;;;;;;;;;;;;;;;;;;25,89;;;;;;;;;
6028;Caucasus and Central Asia;268;Georgia;2013;Male;;;45,08;;;;99,63;99,74;;35,27;;108,12;;;;;97,49;;;14,6;30,36;1,82;96,2;113,12;;77,3;;;;98,04;;;;;;;;;;;;;;;14,09;;;;;;;;44,71;
6029;Caucasus and Central Asia;268;Georgia;2013;Both sexes;;;35,59;;;;99,67;99,8;;35,63;;106,57;;;;;98,66;;;;34,75;1,19;96,7;112,96;;66,2;;;;97,69;;;;;;;;;;;;;;;24,19;;;;;;;;43,27;
6030;Caucasus and Central Asia;268;Georgia;2014;Male;;;43,47;;15,07;;99,2;99,74;;31,93;;102,71;;;;;95,72;;36,94;;34,79;1,53;;116,04;;77,4;;;;99,27;;;;;;;48,0;;;;;;;;14,47;;;;;;;;51,19;
6031;Caucasus and Central Asia;268;Georgia;2014;Both sexes;;;34,77;;10,02;;99,58;99,79;;30,81;;100,9;;;;;97,71;;39,09;;39,18;1,05;;116,46;;66,5;;;;99,43;;;;;;;50,89;;;;;;;;24,12;;;;;;;;49,1;
6032;Caucasus and Central Asia;268;Georgia;2015;Female;;;22,77;;;;;99,85;;35,19;;105,29;;54,74;;;100,0;;;10,5;47,79;1,08;;121,72;;58,9;;;46;103,81;22;;;;;;;;36,0;;;;;;33,76;;;;;;;;;
6033;Caucasus and Central Asia;268;Georgia;2015;Male;;;41,81;;;;;99,74;;28,56;;106,94;;;;;95,64;;;13,3;39,2;1,4;;119,79;;78,1;;;27;103,56;;;;;;;;;;;;;;;13,61;;;;;;;;;
6034;Caucasus and Central Asia;268;Georgia;2015;Both sexes;;;32,82;;;;;99,79;;30,8;;106,16;;;;;97,68;;;;43,42;1,25;;120,68;;67,8;;;;103,68;;;;;;;;;;;;;;;23,13;;;;;;;;;
6035;Caucasus and Central Asia;398;Kazakhstan;2003;Female;;;40,04;;10,17;;99,42;;;16,43;99,4;;;58,92;47,23;;96,82;;55,81;;51,7;0,48;99,02;97,16;;65,01;;;;96,4;18;;;10,4;;26,2;34,01;;50,0;;;;;;1,16;6,83;;;;;10,67;;;
6036;Caucasus and Central Asia;398;Kazakhstan;2003;Male;;;33,17;;23,27;;100,0;;;12,92;;;;;53,72;;94,98;;40,32;;38,7;1,35;98,16;97,7;;75,64;;;;96,4;;;;;;;36,41;;;;;;;;0,8;4,17;;;;;9,65;;;
6037;Caucasus and Central Asia;398;Kazakhstan;2003;Both sexes;;;36,48;;16,96;;99,72;;;14,53;;;;;50,57;;95,88;;47,79;;45,2;0,93;98,58;97,44;;70,02;;;;96,4;;;;;;;35,25;;;;;;;;0,97;;;;;;;;;
6038;Caucasus and Central Asia;398;Kazakhstan;2008;Female;;;33,0;;11,57;;99,91;;;8,18;99,3;;;63,14;43,77;;98,03;;59,26;;54,1;1,11;98,73;101,75;5,5555555555556;66,68;;;;91,6;24;;;15,9;;31,2;29,17;;30,0;;;;;;0,9;;;0,1;27,4;;;;;
6039;Caucasus and Central Asia;398;Kazakhstan;2008;Male;;;29,41;;25,95;;99,78;;;6,76;;;;;49,92;;97,26;;42,95;;38,8;1,97;98,41;101,34;;76,11;;;;93,6;;;;;;;31,1;;;;;;;;0,65;;;;20,2;;;;;
6040;Caucasus and Central Asia;398;Kazakhstan;2008;Both sexes;;;31,17;;18,92;;99,84;;;7,41;;;;;46,93;;97,64;;50,92;;46,4;1,55;98,57;101,54;;71,13;;;;92,6;;;;;;;30,16;;;;;;;;0,77;;;;;;;;;
6041;Caucasus and Central Asia;398;Kazakhstan;2005;Female;;;36,46;;10,91;;99,95;;;;99,4;;;61,47;;;94,45;;57,77;;62,2;0,6;99,08;104,91;17,647058823529;;;;;95,1;20;;;10,4;;26,8;31,32;;44,0;;;;;;0,89;;;;;;;18,74;;
6042;Caucasus and Central Asia;398;Kazakhstan;2005;Male;;;30,61;;24,6;;100,0;;;;;;;;;;93,38;;41,99;;43,9;1,83;98,38;105,04;;;;;;97,9;;;;;;;33,42;;;;;;;;1,04;;;;;;;13,41;;
6043;Caucasus and Central Asia;398;Kazakhstan;2005;Both sexes;;;33,43;;18,01;;99,98;;;;;;;;;;93,91;;49,59;;52,9;1,24;98,72;104,98;;69,45;;;;96,5;;;;;;;32,41;;;;;;;;0,98;;;;;;;16,34;;
6044;Caucasus and Central Asia;398;Kazakhstan;2007;Female;;;33,17;;11,99;96,43;99,93;;;;;;60,79;63,24;;;95,31;;58,27;;59,4;1,11;97,37;97,62;;;;99,25;;93,0;23;;;10,4;;29,4;29,73;;37,0;;;;;27,88;1,11;;;;;99,99;;;;
6045;Caucasus and Central Asia;398;Kazakhstan;2007;Male;;;30,54;;25,47;96,18;100,0;;;;;;52,47;;;;95,45;;41,9;;42,3;2,09;97,27;97,44;;;;99,43;;94,9;;;;;;;32,64;;;;;;;23,15;0,89;;;;;99,97;;;;
6046;Caucasus and Central Asia;398;Kazakhstan;2007;Both sexes;;;31,82;;18,92;96,31;99,97;;;;;;56,58;;;;95,38;;49,85;;50,8;1,61;97,32;97,53;;70,39;;99,34;;93,9;;;;;;;31,22;;;;;;;25,48;1,0;;;;;99,98;;;;
6047;Caucasus and Central Asia;398;Kazakhstan;2009;Female;;;32,19;;11,16;;99,82;99,87;;8,16;99,4;95,04;;64,34;;;98,46;;60,44;;47,6;1,68;99,6;102,91;;;;;;92,8;25;;;15,9;;;28,4;;24,0;;;;9,0;;0,89;;;0,1;;;;;;
6048;Caucasus and Central Asia;398;Kazakhstan;2009;Male;;;28,79;;25,8;;99,83;99,8;;5,46;;96,52;;;;;97,85;;44,6;;34,0;2,64;99,3;103,33;;;;;;95,4;;;;;;;29,61;;;;;;40,0;;0,76;;;;;;;;;
6049;Caucasus and Central Asia;398;Kazakhstan;2009;Both sexes;;;30,45;;18,64;;99,83;99,83;;6,68;;95,79;;;;;98,15;;52,34;;40,8;2,17;99,45;103,13;;70,71;;;;94,2;;;;;;;29,02;;;;;;;;;;;;;;;;;
6050;Caucasus and Central Asia;398;Kazakhstan;2010;Male;;;28,49;;25,62;;100,0;;;4,77;;102,28;;;;;98,87;;45,28;24,8;40,52;2,41;;105,98;;;;;;97,47;;;;;;;29,1;;;;;;;;0,76;;;;;;;14,38;;
6051;Caucasus and Central Asia;398;Kazakhstan;2010;Both sexes;;;30,17;;18,72;;99,96;;;5,21;;101,94;;;;;99,42;;53,0;;46,05;1,99;99,65;106,36;;71,17;;;;97,73;;;;;;;28,28;;;;;;;;0,83;;;;;;;17,07;;
6052;Caucasus and Central Asia;398;Kazakhstan;2001;Female;;;43,17;;9,74;;99,23;;;;98,5;;;58,48;;;91,16;;56,07;;37,7;0,5;97,52;94,5;;;;;;95,6;17;;;10,4;;29,5;34,19;;60,0;;;;;;1,24;;;;;;;;;
6053;Caucasus and Central Asia;398;Kazakhstan;2001;Male;;;35,01;;22,47;;98,56;;;;;;;;;;89,61;;40,77;;31,5;1,24;97,0;95,46;;;;;;97,0;;;;;;;36,76;;;;;;;;0,86;;;;;;;;;
6054;Caucasus and Central Asia;398;Kazakhstan;2001;Both sexes;;;38,96;;16,34;;98,89;;;;;;;;;;90,37;;48,14;;34,6;0,88;97,25;94,99;;;;;;96,3;;;;;;;35,52;;;;;;;;1,04;;;;;;;;;
6055;Caucasus and Central Asia;398;Kazakhstan;2004;Female;;;37,19;;10,41;;100,0;;;15,72;99,4;;;60,34;45,97;;95,64;;57,62;;56,1;0,64;99,05;104,26;;64,75;;;;96,4;19;;;10,4;;27,2;31,97;;46,0;;;;;;1,33;;;;;;;;;
6056;Caucasus and Central Asia;398;Kazakhstan;2004;Male;;;32,24;;23,93;;99,84;;;13,09;;;;;52,83;;94,17;;41,15;;40,6;1,61;98,42;104,05;;75,58;;;;99,0;;;;;;;;;;;;;;;1,02;;;;;;;;;
6057;Caucasus and Central Asia;398;Kazakhstan;2004;Both sexes;;;34,63;;17,41;;99,92;;;14,27;;;;;49,49;;94,89;;49,09;;48,3;1,14;98,73;104,15;;69,86;;;;97,8;;;;;;;33,5;;;;;;;;1,17;;;;;;;;;
6058;Caucasus and Central Asia;398;Kazakhstan;2006;Male;;;30,66;;24,92;;100,0;;;;;;;;;;95,74;;42,26;;48,96;1,97;97,31;100,94;;;;;;99,52;;;;;;;32,82;;;;;;43,0;;1,16;3,62;;;;;9,07;;;
6059;Caucasus and Central Asia;398;Kazakhstan;2006;Both sexes;;;32,46;;18,44;;99,99;;;;;;;;;;95,67;;50,02;;58,03;1,47;97,65;101,04;;69,68;;;;99,38;;;;;;;31,54;;;;;;;;1,13;;;;;;;;;
6060;Caucasus and Central Asia;398;Kazakhstan;2011;Male;;;28,45;;26,12;;100,0;;;4,18;;105,92;;;;;97,96;;47,25;;42,81;2,46;98,88;112,74;;;;;;98,75;;13,43;;;;;26,62;;;;;;;;0,77;;;;;;;;;
6061;Caucasus and Central Asia;398;Kazakhstan;2011;Both sexes;;;29,56;;18,96;;100,0;;;4,57;;105,0;;;;;;;;;48,47;2,09;99,26;112,92;;71,61;;;;99,09;;16,75;;;;;26,45;;;;;;;;0,8;;;;;;;;50,56;
6062;Caucasus and Central Asia;398;Kazakhstan;2002;Female;;;41,36;;9,71;;99,44;;;19,31;98,9;;;57,74;47,82;;96,9;;55,62;;44,4;0,47;98,57;96,1;;64,92;;;;93,9;17;;;10,4;;26,2;34,67;;54,0;;;;;;1,33;;;;;;;;;
6063;Caucasus and Central Asia;398;Kazakhstan;2002;Male;;;33,13;;22,36;;99,66;;;15,67;;;;;54,2;;96,09;;41,41;;35,3;1,29;98,16;96,42;;75,95;;;;95,6;;;;;;;36,23;;;;;;;;0,72;;;;;;;;;
6064;Caucasus and Central Asia;398;Kazakhstan;2002;Both sexes;;;37,07;;16,28;;99,55;;;17,33;;;;;51,09;;96,48;;48,24;;39,8;0,88;98,36;96,27;;70,11;;;;94,7;;;;;;;35,48;;;;;;;;1,01;;;;;;;;;
6065;Caucasus and Central Asia;398;Kazakhstan;2012;Female;;;29,54;;11,64;;100,0;;;5,09;99,99;102,71;;66,14;;;98,55;;63,35;15,8;57,52;1,37;99,66;106,93;15,8;;;;42;101,8;29;15,09;;26,2;;;25,01;;15,0;;;;;;0,39;4,1;;0,1;;;6,68;;;
6066;Caucasus and Central Asia;398;Kazakhstan;2012;Male;;;28,0;;26,69;;99,85;;;2,88;;103,26;;;;;98,48;;47,27;21,5;45,14;2,87;99,18;105,71;;;;;39;100,81;;10,44;;;;;26,04;;;;;;;;0,52;1,85;;;;;5,73;;;
6067;Caucasus and Central Asia;398;Kazakhstan;2012;Both sexes;;;28,75;;19,38;;99,92;;;3,93;;102,99;;;;;98,51;;55,08;;51,32;2,14;99,42;106,31;;71,74;;;;101,29;;12,7;;;;;25,54;;;;;;;;0,46;;;;;;;;61,91;
6068;Caucasus and Central Asia;398;Kazakhstan;2013;Female;;;28,1;;12,22;;99,85;;;4,26;99,99;102,69;;65,21;;33,99;98,66;;64,53;13,9;56,1;1,12;99,64;108,42;;;;;;102,88;31;12,35;;24,3;;;23,25;;13,0;;;;;;0,41;;;0,1;;;;;;0,43
6069;Caucasus and Central Asia;398;Kazakhstan;2013;Male;;;28,25;;27,07;;99,66;;;3,63;;102,12;;;49,8;;97,88;;47,84;18,7;44,22;2,54;99,16;107,69;;;;;;100,9;;7,88;;;;;25,09;;;;;;;;0,37;;;;;;;;;
6070;Caucasus and Central Asia;398;Kazakhstan;2013;Both sexes;;;28,18;;19,82;;99,75;;;3,91;;102,4;;;49,8;;98,26;;55,98;;50,13;1,85;99,39;108,05;;71,7;;;;101,87;;10,06;;;;;24,19;;;;;;;;0,39;;;;;;;;63,3;
6071;Caucasus and Central Asia;398;Kazakhstan;2015;Male;;;26,2;;29,07;;99,98;99,81;;;;107,18;;;;;99,39;;52,06;16,1;40,49;1,89;99,83;112,97;;77,17;;;21;107,3;;5,71;;;;;18,87;;;;;;;;0,13;;;;;;;;;
6072;Caucasus and Central Asia;398;Kazakhstan;2015;Both sexes;;;25,5;;20,56;;99,93;99,84;;;;108,54;;;;;96,39;;61,43;;46,04;1,35;99,87;113,01;;71,15;;;;109,11;;8,5;;;;;18,01;;;;;;;;0,12;;;;;;;;;
6073;Caucasus and Central Asia;417;Kyrgyzstan;2003;Female;;;34,14;;9,92;;100,0;;;;98,9;;;51,04;;44,06;91,35;;47,03;;44,15;0,97;92,24;89,63;;;;;;89,91;31;;;10,0;;28,5;43,04;;82,0;;;;;;17,69;;;;;;;;;
6074;Caucasus and Central Asia;417;Kyrgyzstan;2003;Male;;;40,86;;;;98,07;;;;;;;;;;92,13;;37,61;;37,06;1,68;92,8;90,61;;;;;;89,24;;;;;;;43,39;;;;;;;;9,44;;;;;;;;;
6075;Caucasus and Central Asia;417;Kyrgyzstan;2003;Both sexes;;;37,92;;15,02;;99,02;;;;;;;;;;91,74;;41,74;;40,58;1,36;92,52;90,13;;;;;;89,58;;;;;;;43,24;;;;;;;;13,06;;;;;;;;;
6076;Caucasus and Central Asia;417;Kyrgyzstan;2005;Female;;;27,1;;10,28;;99,92;;;16,16;97,9;;;53,8;;56,89;90,29;;52,35;;47,05;0,71;94,52;96,8;12,5;;96,9;;;86,34;31;;;10,0;;25,7;37,37;10,4;85,0;;;;;;20,98;5,7;;;;;9,22;18,4;;
6077;Caucasus and Central Asia;417;Kyrgyzstan;2005;Female;;;27,1;;10,28;;99,92;;;16,16;97,9;;;53,8;;56,89;90,29;;52,35;;47,05;0,71;94,52;96,8;12,5;;96,9;;;86,34;31;;;10,0;;25,7;37,37;10,4;85,0;;;;;;20,98;5,7;;;;;9,22;18,4;;
6078;Caucasus and Central Asia;417;Kyrgyzstan;2005;Male;;;38,6;;22,96;;100,0;;;13,33;;;;;;;91,1;;37,7;;37,66;1,82;94,42;96,7;;;;;;86,21;;;;;;;39,33;;;;;;;;10,13;2,32;;;;;8,22;14,52;;
6079;Caucasus and Central Asia;417;Kyrgyzstan;2005;Both sexes;;;33,72;;17,58;;99,96;;;14,45;;;;;;;90,7;;43,92;;42,33;1,36;94,47;96,75;;;;;;86,27;;;;;;;38,5;;;;;;;;14,73;;;;;;;16,58;;
6080;Caucasus and Central Asia;417;Kyrgyzstan;2009;Female;;;19,39;;;87,09;98,82;99,8;;19,25;98,5;81,99;30,49;58,82;37,67;42,43;91,56;;;;50,6;0,52;93,06;96,57;;52,71;;94,52;;88,14;32;34,92;;25,6;;31,0;;;89,0;;;;2,0;18,79;13,64;;;;;97,26;;;;
6081;Caucasus and Central Asia;417;Kyrgyzstan;2009;Male;;;34,25;;;89,41;99,83;99,7;;15,27;;79,94;23,72;;58,07;;91,29;;;;37,85;0,67;93,03;96,3;;75,72;;96,84;;83,89;;23,87;;;;;;;;;;;45,0;16,89;6,39;;;;;98,68;;;;
6082;Caucasus and Central Asia;417;Kyrgyzstan;2009;Both sexes;;;28,05;;;88,2;99,33;99,75;;16,84;;80,95;27,25;;47,94;;91,43;;;;44,21;0,6;93,05;96,43;;63,91;;95,63;;85,98;;28,47;;;;;;;;;;;;17,89;9,42;;;;;97,94;;;;
6083;Caucasus and Central Asia;417;Kyrgyzstan;2010;Female;;;18,43;;;;98,29;;;20,28;98,3;84,03;;60,82;35,78;41,38;95,21;;;26,6;47,51;0,36;93,53;95,44;10,0;52,4;;;;86,49;33;35,45;;23,3;;38,0;;;84,0;;;;;;12,88;4,5;;;;;7,3;19,6;;0,29
6084;Caucasus and Central Asia;417;Kyrgyzstan;2010;Male;;;32,12;;;;98,06;;;14,51;;82,53;;;58,5;;95,57;;;33,2;36,56;0,81;93,97;95,54;;76,82;;;;86,71;;24,65;;;;;;;;;;;;;6,02;1,52;;;;;6,12;15,5;;
6085;Caucasus and Central Asia;417;Kyrgyzstan;2010;Both sexes;;;26,47;;;;98,18;;;16,68;;83,27;;;47,22;;95,39;;;;42,03;0,62;93,75;95,49;;64,28;;;;86,6;;29,11;;;;;;;;;;;;;8,85;;;;;;;17,68;;
6086;Caucasus and Central Asia;417;Kyrgyzstan;2004;Female;;;28,25;;10,91;;100,0;;;17,82;98,2;;;50,34;36,31;45,44;91,31;;50,38;;44,0;0,81;97,18;92,35;;53,53;;;;88,27;31;;;10,0;;26,9;38,68;;81,0;;;;;;21,78;;;;;;;;;
6087;Caucasus and Central Asia;417;Kyrgyzstan;2004;Male;;;40,1;;22,55;;98,19;;;13,54;;;;;54,42;;90,99;;38,39;;;1,21;96,68;92,01;;74,36;;;;87,78;;;;;;;39,06;;;;;;;;9,61;;;;;;;;;
6088;Caucasus and Central Asia;417;Kyrgyzstan;2004;Both sexes;;;35,04;;17,58;;99,08;;;15,24;;;;;45,42;;91,15;;43,51;;40,47;1,04;96,92;92,18;;63,69;;;;88,02;;;;;;;38,9;;;;;;;;14,81;;;;;;;;;
